Ch2 tests
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
v,16,cs,3831.43616467692,d=2362.745788464078
v,17,cs,3721.3423596263615,d=2273.9882497858675
v,22,cs,2928.5074393113546,d=2534.2424712315037
v,30,cs,2296.112045173787,d=2975.691781865302
v,23,cs,2802.605890240672,d=2573.824353234829
v,32,cs,2251.9019646736037,d=3018.088249767423
v,26,cs,2576.450771229378,d=2618.124412011668
v,19,cs,3342.8772775183256,d=2510.046098296147
v,15,cs,4065.8715453601626,d=2228.7404880146014
v,18,cs,3514.5318687770828,d=2508.4846754241803
v,21,cs,2975.3547195672963,d=2647.856039516566
v,27,cs,2508.864610238956,d=2785.986983983901
v,24,cs,2728.709247101384,d=2583.8150756251166
./data/B-n45-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 678),
v,30,cs,2309.222728965923,d=2869.5215603872066
v,15,cs,4307.163697936216,d=2050.0688744225304
v,18,cs,3521.3077783774656,d=2476.9204908988545
v,21,cs,3009.6687550360257,d=2464.5609706561822
v,17,cs,3647.8075925324843,d=2433.3712792328515
v,20,cs,3130.7801519860486,d=2478.7629769868063
v,24,cs,2671.9123696861875,d=2781.155102190166
v,26,cs,2509.941558738524,d=2868.018433466797
v,23,cs,2801.3006922339764,d=2644.7049941592236
v,14,cs,4623.874665247819,d=2319.9086828459263
v,10,cs,5739.296752983616,d=1924.7107246945773
v,11,cs,5707.902238524906,d=1891.2510262222443
v,13,cs,4819.794014902213,d=2027.4581076049071
v,19,cs,3310.1796395609013,d=2396.9019443392117
v,22,cs,2922.284862798473,d=2456.9211473468436
v,16,cs,4090.280703219,d=2218.6751713939934
v,45,cs,1757.8025712128103,d=3515.6051424256207
v,40,cs,2076.975314933433,d=3267.023567355195
v,37,cs,2111.1088457646115,d=3041.6197830163464
v,36,cs,2115.260187407638,d=3030.4704132949205
v,34,cs,2166.6391290828387,d=3120.9873967988233
v,32,cs,2228.0122633595342,d=3078.4597015113836
v,28,cs,2438.1252456194798,d=2694.7885389061407
./data/B-n45-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 678),
v,10,cs,6051.433248235965,d=2054.552326622812
v,18,cs,3404.6324977120676,d=2331.9458010712165
v,16,cs,3617.062322626105,d=2248.802805182564
v,22,cs,2935.8229796398296,d=2657.0605873627646
v,19,cs,3124.7963550505215,d=2390.6908276966637
v,37,cs,2028.8794039547493,d=3175.9468724138446
v,34,cs,2170.176100738461,d=3090.280314592311
v,35,cs,2152.182498187523,d=3037.283428644831
v,23,cs,2772.031033654732,d=2572.517587180323
v,27,cs,2515.9978757608023,d=2821.469078317557
v,38,cs,1997.2710965555139,d=3177.185151999879
v,30,cs,2432.4198599630367,d=2891.108674332485
v,29,cs,2493.670600083944,d=2813.162410636684
v,21,cs,3032.191160397384,d=2637.0359713347625
v,26,cs,2567.0666694623374,d=2696.4609408078795
v,32,cs,2282.208062089645,d=2933.6826708926474
v,31,cs,2327.1215687850795,d=2864.1823427519043
v,15,cs,4188.812535607756,d=2242.9283536099783
v,28,cs,2507.768044459743,d=2828.376547914696
v,25,cs,2653.5208421491852,d=2668.7528476564116
v,7,cs,6648.84095996245,d=1786.7120081629212
v,8,cs,6202.983617841051,d=1929.3427303388307
v,11,cs,5069.557352020883,d=1992.52578548646
v,14,cs,4303.955299550009,d=2126.0499451530377
v,13,cs,4502.339702722327,d=2033.7670455614623
v,17,cs,3592.636939798582,d=2308.259697696902
./data/B-n45-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 678),
v,22,cs,2829.6492556263347,d=2320.752900778308
v,21,cs,2943.0199287780447,d=2603.4997770465948
v,30,cs,2435.019971967676,d=2883.5955737920112
v,23,cs,2781.6655942020648,d=2647.006083955514
v,26,cs,2530.383339653492,d=2875.4363427951885
v,25,cs,2627.1334358940826,d=2743.771434931657
v,27,cs,2474.9429402843452,d=2747.949149786876
v,20,cs,3136.875185627554,d=2464.9250169528063
v,24,cs,2650.0681218835275,d=2511.5133094344897
v,17,cs,3586.6720523215245,d=2357.578159797448
v,16,cs,4224.91814110042,d=2332.2875464154477
v,45,cs,1757.8025712128108,d=3515.6051424256216
v,41,cs,1994.7849446653454,d=3332.3220052967013
v,37,cs,2044.8401855650134,d=3246.44434887753
v,34,cs,2164.6145512210783,d=3057.8994144655053
v,31,cs,2289.090592497053,d=3038.771193119038
v,19,cs,3165.060321965319,d=2442.503450772723
./data/B-n45-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 678),
v,36,cs,2146.7578249613603,d=3200.7934760530634
v,21,cs,3058.1878285731445,d=2445.7787625532123
v,26,cs,2609.841243547343,d=2621.3598816588988
v,25,cs,2717.571062457718,d=2695.286677872402
v,32,cs,2264.858608833567,d=3073.5412613439858
v,12,cs,4867.822548969537,d=2230.2195508174523
v,15,cs,3946.7578575390235,d=2138.594882608291
v,31,cs,2333.0547275888284,d=2885.6019102558644
v,28,cs,2476.4746008167635,d=2787.2935136137567
v,20,cs,3154.275039514737,d=2338.3462725804347
v,39,cs,1955.8687487805555,d=3272.0721066198385
v,37,cs,2025.8189153743283,d=3192.4182258900305
v,24,cs,2752.416599890334,d=2679.9540177484873
v,18,cs,3512.9750828954107,d=2371.0563921718663
v,19,cs,3325.344550303165,d=2412.641404435934
v,27,cs,2515.0442083557314,d=2804.9684174400977
v,29,cs,2396.674978151443,d=2921.3452157125935
v,17,cs,3604.3342775405126,d=2253.0624527414484
v,16,cs,3759.425040147577,d=2314.7446374105625
v,22,cs,2832.2550696865737,d=2375.369454242682
./data/B-n45-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 678),
v,19,cs,3256.357075902567,d=2471.80317217052
v,12,cs,4865.778006904129,d=1826.6137736694131
v,39,cs,1999.9455736837494,d=3218.287640632927
v,23,cs,2795.360397653368,d=2581.0842313040316
v,45,cs,1757.8025712128103,d=3515.6051424256207
v,43,cs,1848.356878497611,d=3464.756004874959
v,35,cs,2145.438657741859,d=3030.3875881186777
v,34,cs,2201.4318425337956,d=3142.2103175173006
v,32,cs,2358.7450701670764,d=2993.775623394952
v,33,cs,2285.525622035643,d=2848.609362000882
v,24,cs,2643.3115414441954,d=2593.9407848317824
v,31,cs,2360.582583723709,d=2810.9370556764384
v,28,cs,2488.405079404605,d=2787.4258319481055
v,27,cs,2503.9571530574804,d=2835.287249734223
v,13,cs,4266.943535310022,d=2237.6511760600315
v,18,cs,3262.654535206108,d=2412.908638304267
v,20,cs,3069.5156369454667,d=2404.362169966199
v,22,cs,2899.683082916599,d=2630.4654144454953
v,26,cs,2629.0643333538114,d=2624.932906231603
v,7,cs,7035.253363654476,d=1844.916098814878
v,17,cs,3587.011992436344,d=2048.7952030924157
v,15,cs,4013.7717952144462,d=2233.052521284557
./data/B-n45-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 678),
v,23,cs,2699.0946288222776,d=2506.2557225457335
v,7,cs,7042.26854479855,d=1882.4646321005534
v,16,cs,3898.3820719878877,d=2351.831947702103
v,29,cs,2304.7534583836064,d=2913.105038529557
v,21,cs,2881.6283232575456,d=2487.5301681888527
v,26,cs,2606.254042518545,d=2670.623668231006
v,41,cs,1914.2831240589946,d=3391.6695394516228
v,35,cs,2159.85706593798,d=3019.85597120339
v,33,cs,2252.282921597139,d=2925.8504193829917
v,25,cs,2659.3697042641907,d=2593.8090811057423
v,28,cs,2518.093169714394,d=2741.9475030105773
v,12,cs,5051.947902498577,d=1987.0992731027911
v,11,cs,5167.317602097009,d=1942.10274012622
v,13,cs,4850.351306243106,d=2197.2958289660123
v,18,cs,3313.3622295124865,d=2349.997783408979
v,19,cs,3186.4447279824813,d=2368.446932268842
v,20,cs,3098.5757620918375,d=2290.244855268999
v,15,cs,4079.957779674884,d=2072.7616313996004
v,14,cs,4565.0163226031555,d=2223.1274334549166
v,17,cs,3662.8551403634838,d=2464.644698800598
./data/B-n45-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 678),
v,28,cs,2491.8541766415333,d=2727.974559281747
v,22,cs,2909.2612326834205,d=2526.0580485551686
v,18,cs,3609.454817277091,d=2335.791136290275
v,17,cs,3676.3637259827588,d=2564.408580863527
v,33,cs,2168.2235445607703,d=3022.5676003361573
v,35,cs,2084.470839380572,d=3037.559375592183
v,23,cs,2836.656527467664,d=2583.0928605429363
v,20,cs,3191.795726430705,d=2435.4250535052734
v,25,cs,2729.9933376273475,d=2361.5759481067
v,19,cs,3308.4454992933843,d=2329.3978569779747
v,21,cs,2953.9306781087985,d=2534.765596634841
v,12,cs,5160.817777989442,d=2061.412188925881
v,11,cs,5421.331757568099,d=2168.910306139366
v,15,cs,4254.083607059577,d=2258.567702683481
v,13,cs,4401.1978984477955,d=2219.1578310386835
v,16,cs,3891.1939994598165,d=2374.274693511316
v,37,cs,1986.1770187157754,d=3186.2683916620927
v,32,cs,2225.769960546791,d=2959.3883896833267
v,29,cs,2449.8436931692704,d=2748.4172569819784
v,30,cs,2400.3863872275024,d=2985.193669539035
v,45,cs,1757.8025712128103,d=3515.6051424256207
v,24,cs,2758.3932067179817,d=2717.8413760567696
v,38,cs,1974.6304354057136,d=3225.640314644792
v,42,cs,1871.1670864064665,d=3362.113489768016
v,40,cs,1947.9274243174773,d=3263.2483380612334
v,26,cs,2530.355751774905,d=2721.554517750292
Grand front,B-n45-k6.vrp,n,38,obj0Max,45.0,obj0Min,7.0,obj1Max,6648.84095996245,obj1Min,1757.8025712128103
V,25,CS,2585.1798300161863
V,45,CS,1757.8025712128103
V,40,CS,1928.8415230273595
V,38,CS,1967.2717486300003
V,12,CS,4710.713488579305
V,30,CS,2296.112045173787
V,26,CS,2509.941558738524
V,10,CS,5739.296752983616
V,45,CS,1757.8025712128103
V,28,CS,2438.1252456194798
V,16,CS,3617.062322626105
V,19,CS,3124.7963550505215
V,7,CS,6648.84095996245
V,8,CS,6202.983617841051
V,11,CS,5069.557352020883
V,22,CS,2829.6492556263347
V,27,CS,2474.9429402843452
V,17,CS,3586.6720523215245
V,34,CS,2164.6145512210783
V,31,CS,2289.090592497053
V,15,CS,3946.7578575390235
V,39,CS,1955.8687487805555
V,45,CS,1757.8025712128103
V,43,CS,1848.356878497611
V,24,CS,2643.3115414441954
V,13,CS,4266.943535310022
V,18,CS,3262.654535206108
V,20,CS,3069.5156369454667
V,23,CS,2699.0946288222776
V,29,CS,2304.7534583836064
V,21,CS,2881.6283232575456
V,41,CS,1914.2831240589946
V,33,CS,2168.2235445607703
V,35,CS,2084.470839380572
V,37,CS,1986.1770187157754
V,32,CS,2225.769960546791
V,45,CS,1757.8025712128103
V,42,CS,1871.1670864064665
./data/B-n50-k7.vrp,COMMENT : (Augerat et al, Min no of trucks: 7, Optimal value: 741),
v,15,cs,5802.799084154183,d=2869.7342581112484
v,32,cs,2704.653377516223,d=3426.362200473584
v,24,cs,3346.5253720413416,d=2979.173164869731
v,36,cs,2610.718738085838,d=3563.8558409792186
v,23,cs,3405.734798632752,d=3267.630468290912
v,25,cs,3204.8574153705094,d=3281.2066907752387
v,21,cs,3501.8432170971946,d=3111.613498601476
v,31,cs,2768.3101795248617,d=3318.958408732023
v,19,cs,4165.63989202938,d=2740.383500241338
v,16,cs,4825.4131706689595,d=3051.2630070625078
v,18,cs,4636.716607213489,d=3061.9993486419257
v,17,cs,4770.194866502728,d=3015.7697924353656
v,28,cs,2965.1004325424033,d=3246.6231761182794
v,26,cs,3115.97533577954,d=3347.752170817642
v,29,cs,2769.794317351232,d=3353.2727494182645
v,27,cs,3038.8183040826993,d=3203.850032480747
v,20,cs,3754.2097314367547,d=2847.006806727226
./data/B-n50-k7.vrp,COMMENT : (Augerat et al, Min no of trucks: 7, Optimal value: 741),
v,25,cs,3205.2901326097617,d=3170.5857064924508
v,12,cs,6503.131263835929,d=3091.4347122973763
v,19,cs,3878.1875753949985,d=2984.5226523328042
v,18,cs,4301.204923865115,d=2910.016358233579
v,24,cs,3290.67723657301,d=3241.509590498248
v,21,cs,3697.152470500034,d=3227.8544972236223
v,15,cs,4933.320755934247,d=2965.254443882593
v,32,cs,2725.581797204386,d=3206.1878561540134
v,29,cs,2907.4747117738148,d=3180.83576638115
v,35,cs,2507.061954203886,d=3398.4929505847645
v,34,cs,2597.5638959393023,d=3436.0916736886406
v,36,cs,2493.372407243817,d=3678.78355749063
v,27,cs,2932.1940478132233,d=3312.8503291482725
v,22,cs,3387.7556013633384,d=3094.989165842384
v,26,cs,3107.896847523504,d=3123.0325760205815
v,30,cs,2831.8791604285684,d=3209.586029999222
./data/B-n50-k7.vrp,COMMENT : (Augerat et al, Min no of trucks: 7, Optimal value: 741),
v,23,cs,3309.591505481354,d=3152.123770899053
v,21,cs,3733.7370959116306,d=3102.2874913161872
v,25,cs,3163.319918137291,d=3149.4050797440323
v,26,cs,3047.0079654143406,d=3163.6902088297643
v,31,cs,2728.4000926274325,d=3366.558193441963
v,33,cs,2661.82320432977,d=3310.167601570695
v,32,cs,2684.6693165049423,d=3348.1795701336127
v,34,cs,2619.097152221927,d=3521.8667131305997
v,36,cs,2480.220773748967,d=3474.8420233853158
v,39,cs,2419.511371105131,d=3539.8531576778787
v,22,cs,3436.3912537413057,d=2987.246810188567
v,29,cs,2810.707321099215,d=3332.5371122285133
v,28,cs,2962.4889995316807,d=3400.8987325425305
v,19,cs,4372.577127080183,d=3082.108028786655
v,20,cs,3844.3765467679627,d=3014.4632535587434
v,18,cs,4529.868657352476,d=2988.5942786871155
v,35,cs,2537.627543372909,d=3404.7376691727272
./data/B-n50-k7.vrp,COMMENT : (Augerat et al, Min no of trucks: 7, Optimal value: 741),
v,43,cs,2209.082886962723,d=3788.9247763384346
v,34,cs,2612.3878449696854,d=3476.6014301100267
v,41,cs,2324.906138677796,d=3646.9939124107605
v,40,cs,2347.908096984502,d=3647.483440649939
v,39,cs,2397.7842659506823,d=3570.923383400136
v,19,cs,3974.515926973948,d=3202.3092858378077
v,13,cs,7936.605337734774,d=2485.5643413725447
v,16,cs,5337.254129069598,d=2947.5161673452963
v,22,cs,3512.8442727225793,d=3175.597010723521
v,20,cs,3948.7292569835304,d=3157.439518274439
v,30,cs,2825.3261572208467,d=3286.654620011989
v,21,cs,3736.9365570724094,d=3089.3796158108557
v,24,cs,3249.877823538319,d=3116.3155204230825
v,23,cs,3425.269793270133,d=3008.6886857927157
v,25,cs,3150.0905327213563,d=3365.495001202981
v,32,cs,2683.4871232974797,d=3455.0628033309717
v,33,cs,2615.5917202910837,d=3273.4992996894407
v,28,cs,2877.0500889912437,d=3298.6169345074163
v,27,cs,2971.291092014893,d=3251.3287650213574
v,26,cs,3066.558693940466,d=3204.0807105851836
v,18,cs,4448.721583437291,d=3025.6255954612584
v,31,cs,2791.73362762013,d=3372.4962195631792
v,35,cs,2583.165914415427,d=3523.1735300792307
./data/B-n50-k7.vrp,COMMENT : (Augerat et al, Min no of trucks: 7, Optimal value: 741),
v,15,cs,6101.138767945304,d=3051.153538961071
v,24,cs,3269.4668134031567,d=3029.1906501891126
v,20,cs,3895.4907932838432,d=2912.9254540531088
v,25,cs,3115.7150236046527,d=3401.3587327326522
v,18,cs,4396.63000797857,d=2892.431299199127
v,22,cs,3683.0705887011504,d=2767.026053227871
v,27,cs,2898.5492337321825,d=3314.4817454403983
v,21,cs,3747.083456365579,d=3063.3018610549157
v,19,cs,3960.097742204541,d=3206.2691201702773
v,23,cs,3342.545015620364,d=3271.0307465725487
v,39,cs,2489.8505277277923,d=3554.0917807923433
v,40,cs,2320.8689979179,d=3446.835877898499
v,41,cs,2258.530584225936,d=3500.319350416176
v,36,cs,2497.595778956665,d=3519.330788684882
v,34,cs,2618.5414771440883,d=3559.0337152155494
v,32,cs,2718.2119073666254,d=3354.046774491988
v,35,cs,2578.9985382479517,d=3354.6012910851346
v,29,cs,2747.0270071586033,d=3222.35597997283
v,26,cs,3099.4257980283996,d=3176.2313772792727
v,17,cs,4906.228956743901,d=3212.7479403750654
v,33,cs,2626.4688560237178,d=3521.6949682568766
./data/B-n50-k7.vrp,COMMENT : (Augerat et al, Min no of trucks: 7, Optimal value: 741),
v,21,cs,3683.7599900162904,d=2981.106513463184
v,22,cs,3495.166609371617,d=3090.045606482879
v,27,cs,3088.5715158619696,d=3247.6820250708734
v,28,cs,2969.7522119738574,d=3052.208771450141
v,23,cs,3323.1009872451014,d=3086.366681765137
v,15,cs,5344.616512721967,d=2912.4592130591886
v,20,cs,3792.475097163256,d=3206.934248716867
v,11,cs,6762.141087811421,d=2667.3260417609304
v,13,cs,5488.248207313016,d=2716.3938525099475
v,10,cs,7038.07013273236,d=2739.188708311599
v,12,cs,6128.277562438813,d=2724.6632027931655
v,16,cs,4735.628276054268,d=3083.301462406822
v,18,cs,4177.707461367009,d=3136.774246378252
v,33,cs,2761.374325549854,d=3503.2130913983633
v,35,cs,2622.9102245532267,d=3734.115369795174
v,36,cs,2565.827581742819,d=3553.116382667069
v,30,cs,2806.964057035379,d=3281.3381405288083
v,29,cs,2935.485412451934,d=3442.255039343587
v,25,cs,3182.064936756438,d=3195.75783931562
v,19,cs,4078.9429763222633,d=3165.30864048562
v,31,cs,2790.1597799239485,d=3254.825305215385
v,26,cs,3096.4061877092595,d=3267.7408608633077
v,17,cs,4270.233620270411,d=2717.8740574206877
./data/B-n50-k7.vrp,COMMENT : (Augerat et al, Min no of trucks: 7, Optimal value: 741),
v,31,cs,2746.2276684783455,d=3160.9137079640504
v,42,cs,2350.956726151245,d=3675.4899328262313
v,22,cs,3493.1171041674215,d=2845.367303812715
v,20,cs,3822.2017630801856,d=3166.4717545692138
v,16,cs,4795.522608382367,d=2856.69081772185
v,25,cs,3206.2530399923835,d=3199.350762081795
v,18,cs,4600.106690492102,d=3054.1193866771573
v,36,cs,2552.8434311308984,d=3545.3873794341625
v,23,cs,3475.608211272773,d=3424.0990012727016
v,19,cs,4334.931027641528,d=3046.618531152836
v,26,cs,3024.467259074567,d=3388.230992444673
v,24,cs,3272.7342904379398,d=3333.574597587673
v,33,cs,2620.6830683275107,d=3491.80499811871
v,34,cs,2578.8812921493445,d=3552.4812314204623
v,27,cs,2976.6327933164184,d=3193.4780816522725
v,29,cs,2921.6999819815987,d=3166.2601630116133
v,37,cs,2481.6665026219594,d=3503.34301009643
v,35,cs,2557.43565543484,d=3426.624957475836
v,30,cs,2833.772610823562,d=3463.4366019918207
v,21,cs,3814.0504119437837,d=3154.362965915715
./data/B-n50-k7.vrp,COMMENT : (Augerat et al, Min no of trucks: 7, Optimal value: 741),
v,19,cs,4224.366823689387,d=3092.4436057309927
v,21,cs,3774.477172270206,d=3078.0374533177537
v,32,cs,2675.142365320129,d=3437.7905170243807
v,22,cs,3460.1010916423243,d=3234.4860336966726
v,25,cs,3179.683017033098,d=3099.5452147118567
v,23,cs,3419.5601149718527,d=3122.0488279265837
v,24,cs,3283.6637064968027,d=3111.860607360226
v,38,cs,2357.9124554395894,d=3427.493438934154
v,26,cs,3036.0987492441404,d=3178.763494716612
v,28,cs,2977.118979373498,d=3157.4839738210253
v,33,cs,2555.027961619485,d=3580.0000299978997
v,18,cs,4795.537299065756,d=2970.0705145272304
v,20,cs,3974.6924307002146,d=3009.529035146362
v,17,cs,5087.190057627731,d=2910.529883892833
v,29,cs,2866.935736249991,d=3338.7811497457687
v,50,cs,1935.6371417446228,d=3871.2742834892456
v,30,cs,2866.0361374773483,d=3377.6048872029346
v,31,cs,2791.2440026845065,d=3455.9575958059854
v,36,cs,2445.572828030027,d=3231.6772983898913
v,45,cs,2145.9886676085553,d=3767.329995578175
v,44,cs,2170.6464668002227,d=3675.2197916648083
v,47,cs,2051.776403048235,d=3830.4592967009326
v,43,cs,2197.4525481979185,d=3740.004731925276
v,42,cs,2243.9925680539163,d=3746.701980859115
v,40,cs,2317.9348421279497,d=3602.074186340303
v,35,cs,2505.0344646690887,d=3563.3172922861295
./data/B-n50-k7.vrp,COMMENT : (Augerat et al, Min no of trucks: 7, Optimal value: 741),
v,24,cs,3262.1356662137664,d=3088.4887625260158
v,41,cs,2306.1168230319095,d=3688.4783668277537
v,35,cs,2549.763693490559,d=3559.9509872982353
v,32,cs,2788.4249135642754,d=3447.26757616743
v,30,cs,2836.175563147505,d=3341.371652288662
v,26,cs,3095.1037152067884,d=3160.2415041163613
v,16,cs,5450.633580385432,d=2875.5540043481446
v,25,cs,3118.671298987294,d=2983.794429331472
v,27,cs,2939.891010956263,d=3278.3441298884986
v,18,cs,4595.431770008249,d=3001.3333962530446
v,21,cs,3723.4502743071853,d=2747.3689989658897
v,22,cs,3638.8116010452422,d=3401.696342373196
v,17,cs,5043.425552216385,d=2633.651672454504
v,19,cs,4058.1312448103363,d=2969.5458213099027
v,20,cs,3902.4677059748037,d=3233.0626652383994
v,33,cs,2694.8448098498393,d=3363.6157675129452
v,36,cs,2495.3734072607285,d=3547.8501042516605
v,31,cs,2823.006157944559,d=3390.9406158200118
v,23,cs,3410.6748139154024,d=3334.3034606839265
v,29,cs,2860.4939264185277,d=3484.412202534239
./data/B-n50-k7.vrp,COMMENT : (Augerat et al, Min no of trucks: 7, Optimal value: 741),
v,28,cs,2926.84375549779,d=3277.0123955415743
v,30,cs,2829.3119288057214,d=3258.744180739939
v,26,cs,2999.5181166833972,d=3098.200361311932
v,31,cs,2778.452574374768,d=3513.3210025332532
v,22,cs,3459.520927372957,d=2935.2147534690084
v,17,cs,4239.01586941044,d=3058.9536151893685
v,16,cs,4718.970350255231,d=3111.383774454346
v,15,cs,5034.504442527284,d=2893.851686667442
v,23,cs,3380.664636132434,d=3034.2403257511264
v,21,cs,3650.467263290211,d=3081.8036677465248
v,20,cs,3966.0843673092145,d=3153.6929207425014
v,24,cs,3293.097514642042,d=3271.427399530736
v,33,cs,2601.718912140349,d=3422.4365177541454
v,7,cs,8969.879720365052,d=2685.7545835566843
v,14,cs,5869.444127240261,d=3041.884323875012
v,13,cs,6082.901199899995,d=2910.5507456687887
v,25,cs,3183.8069387974037,d=3295.3446392841233
v,19,cs,4134.3371233447315,d=3129.1302327024596
Grand front,B-n50-k7.vrp,n,34,obj0Max,50.0,obj0Min,7.0,obj1Max,8969.879720365052,obj1Min,1935.6371417446228
V,21,CS,3501.8432170971946
V,20,CS,3754.2097314367547
V,19,CS,3878.1875753949985
V,15,CS,4933.320755934247
