Dimensions,9,,,,,,,,,,,,,,,,,,
Normalised,5,,,,,,,,,,,,,,,,,,
Evals,1000000,,,,,,,,,,,,,,,,,,
key,dist,emissions,byMD,MDs in use,Time,WalkDels,CycleDels,EvanDels,fixed cost,running cost,actual emissions,actual byMd,Actual MDs in use,Actual Time,Actual WalkDels,Actual CycleDels,Actual EvanDels,Actual fixed cost,Actual running cost
2:2:1:5:1:1:2:2:2,0.166713434,2,2,1,5,1,1,2,2,2,0.290434956,0.32,0.057142857,0.963986421,0.08,1.00E-05,0.24,0.26,0.43967504
2:5:1:1:1:3:2:5:5,0.650178635,2,5,1,1,1,3,2,5,5,0.236941173,0.92,0.085714286,0.152157724,1.00E-05,0.52,0.4,1,0.979168434
2:5:2:2:1:4:1:4:5,0.891564363,2,5,2,2,1,4,1,4,5,0.399215357,1,0.228571429,0.415862557,1.00E-05,0.84,0.16,0.67,1
2:2:1:5:1:2:1:2:4,0.336649617,2,2,1,5,1,2,1,2,4,0.437894082,0.44,0.028571429,0.882545975,0.08,0.24,0.12,0.28,0.661577967
3:2:1:2:1:1:1:1:4,0.359376084,3,2,1,2,1,1,1,1,4,0.471001204,0.32,0.085714286,0.294668272,0.12,0.2,1.00E-05,0.15,0.674954675
2:5:1:2:1:1:5:3:3,0.300714784,2,5,1,2,1,1,5,3,3,0.229112599,0.92,0.085714286,0.220118716,1.00E-05,1.00E-05,0.92,0.55,0.61210939
2:5:2:5:2:3:1:3:5,0.64012549,2,5,2,5,2,3,1,3,5,0.365268788,1,0.228571429,1,0.32,0.52,0.16,0.48,0.929014542
2:5:2:5:1:2:2:3:5,0.625340235,2,5,2,5,1,2,2,3,5,0.367022669,1,0.228571429,1,0.2,0.44,0.36,0.62,0.923014914
2:5:1:4:1:1:3:3:5,0.58997162,2,5,1,4,1,1,3,3,5,0.286538218,0.92,0.114285714,0.718260257,0.16,0.16,0.6,0.6,0.901246229
2:4:1:4:2:1:3:4:5,0.644125138,2,4,1,4,2,1,3,4,5,0.355956733,0.88,0.2,0.85969716,0.24,1.00E-05,0.64,0.73,1
1:4:1:4:1:1:4:2:3,0.212193627,1,4,1,4,1,1,4,2,3,0.187006148,0.8,0.085714286,0.676185943,0.08,1.00E-05,0.72,0.41,0.470005661
1:4:1:5:1:1:3:2:4,0.390444034,1,4,1,5,1,1,3,2,4,0.206091684,0.88,0.085714286,1,0.12,0.12,0.64,0.43,0.663686879
1:5:1:2:2:1:3:2:4,0.390879016,1,5,1,2,2,1,3,2,4,0.203011271,0.92,0.114285714,0.419216394,0.24,0.2,0.48,0.44,0.663726006
1:5:1:2:1:4:1:3:3,0.392350755,1,5,1,2,1,4,1,3,3,0.196380706,0.92,0.085714286,0.273456662,1.00E-05,0.76,0.16,0.46,0.60574121
2:5:2:3:1:4:1:4:5,0.821320408,2,5,2,3,1,4,1,4,5,0.34087573,1,0.228571429,0.632315255,0.04,0.76,0.2,0.83,1
2:4:1:4:1:4:1:3:4,0.507635513,2,4,1,4,1,4,1,3,4,0.262476767,0.84,0.085714286,0.664711277,1.00E-05,0.68,0.16,0.48,0.744986754
2:4:1:5:1:3:2:5:5,0.654681001,2,4,1,5,1,3,2,5,5,0.249268588,0.84,0.114285714,0.933712128,0.08,0.52,0.24,0.9,0.961026298
2:4:2:5:1:2:2:4:5,0.732464255,2,4,2,5,1,2,2,4,5,0.262891925,0.84,0.228571429,1,0.12,0.4,0.32,0.77,1
2:5:1:3:1:2:4:2:4,0.404050138,2,5,1,3,1,2,4,2,4,0.241848611,0.96,0.057142857,0.479028636,1.00E-05,0.24,0.72,0.42,0.687652939
1:5:1:5:1:3:1:2:3,0.353437006,1,5,1,5,1,3,1,2,3,0.201264233,0.92,0.142857143,1,0.16,0.56,0.2,0.32,0.560051087
2:5:1:5:1:4:2:5:5,0.70275298,2,5,1,5,1,4,2,5,5,0.251889944,1,0.142857143,0.933712128,0.08,0.68,0.24,0.92,1
3:5:1:5:1:3:1:2:5,0.66569421,3,5,1,5,1,3,1,2,5,0.475137998,0.92,0.171428571,1,0.2,0.6,0.12,0.34,0.978606246
2:5:2:4:2:2:2:4:5,0.729348248,2,5,2,4,2,2,2,4,5,0.325845113,1,0.228571429,0.819154607,0.24,0.36,0.4,0.79,1
3:3:1:4:1:1:2:2:3,0.251917275,3,3,1,4,1,1,2,2,3,0.44462965,0.48,0.057142857,0.748734389,0.04,1.00E-05,0.44,0.26,0.593063924
2:4:1:4:1:1:4:3:3,0.282665832,2,4,1,4,1,1,4,3,3,0.24358648,0.88,0.085714286,0.853428694,0.16,1.00E-05,0.72,0.56,0.568624152
2:4:1:1:1:3:2:3:4,0.486115628,2,4,1,1,1,3,2,3,4,0.356814417,0.72,0.142857143,0.142419223,1.00E-05,0.48,0.24,0.59,0.822075133
2:5:1:1:1:2:4:3:4,0.366184099,2,5,1,1,1,2,4,3,4,0.232917241,1,0.114285714,0.151658078,1.00E-05,0.24,0.76,0.57,0.672709276
2:4:1:3:1:3:2:2:4,0.394949306,2,4,1,3,1,3,2,2,4,0.375178712,0.84,0.085714286,0.634667753,1.00E-05,0.6,0.24,0.29,0.696828531
2:3:1:4:1:1:2:3:4,0.359601893,2,3,1,4,1,1,2,3,4,0.321789511,0.56,0.085714286,0.787081171,0.12,1.00E-05,0.44,0.56,0.691666688
1:4:1:4:1:1:3:2:3,0.220717918,1,4,1,4,1,1,3,2,3,0.179146264,0.72,0.057142857,0.67094602,0.08,1.00E-05,0.64,0.41,0.478089952
2:3:1:5:2:1:2:2:5,0.523623125,2,3,1,5,2,1,2,2,5,0.421560686,0.56,0.114285714,1,0.24,1.00E-05,0.32,0.42,0.896550103
2:4:1:5:1:3:2:2:5,0.624214222,2,4,1,5,1,3,2,2,5,0.285687563,0.84,0.085714286,1,0.12,0.48,0.24,0.33,0.885221049
2:5:1:5:1:1:3:3:3,0.351850865,2,5,1,5,1,1,3,3,3,0.257968755,0.92,0.142857143,1,0.16,0.16,0.6,0.58,0.63914709
2:5:1:3:1:1:4:2:5,0.555485194,2,5,1,3,1,1,4,2,5,0.282224381,0.96,0.114285714,0.468878278,0.12,0.08,0.76,0.43,0.888726209
3:5:1:5:1:1:4:4:5,0.959563622,3,5,1,5,1,1,4,4,5,0.486967274,0.96,0.2,1,0.2,0.08,0.68,0.76,1
2:5:1:2:1:1:3:3:4,0.424031057,2,5,1,2,1,1,3,3,4,0.236833901,0.92,0.142857143,0.419216394,0.08,0.2,0.64,0.45,0.698009378
1:5:1:1:1:2:4:4:4,0.400246748,1,5,1,1,1,2,4,4,4,0.170327775,1,0.085714286,0.18492602,1.00E-05,0.28,0.72,0.72,0.68081351
1:5:1:4:1:2:4:3:4,0.423222892,1,5,1,4,1,2,4,3,4,0.206989387,1,0.114285714,0.764479262,0.04,0.28,0.68,0.58,0.706009261
2:4:1:3:1:1:4:3:3,0.324843474,2,4,1,3,1,1,4,3,3,0.247636184,0.76,0.057142857,0.548653273,0.04,1.00E-05,0.72,0.56,0.628364121
1:5:1:4:1:1:4:4:5,0.559684099,1,5,1,4,1,1,4,4,5,0.18416702,1,0.114285714,0.877978982,0.16,1.00E-05,0.84,0.71,0.888944912
2:2:1:1:1:1:2:3:3,0.248112421,2,2,1,1,1,1,2,3,3,0.336624392,0.44,0.085714286,0.11549919,1.00E-05,1.00E-05,0.44,0.55,0.579925033
3:3:1:5:3:1:1:1:4,0.395151829,3,3,1,5,3,1,1,1,4,0.466660153,0.52,0.114285714,1,0.52,1.00E-05,1.00E-05,0.14,0.704087927
2:5:1:1:1:3:2:3:5,0.685453177,2,5,1,1,1,3,2,3,5,0.292660425,1,0.114285714,0.21651549,1.00E-05,0.64,0.36,0.5,0.940856381
1:4:1:2:1:4:1:1:3,0.383063706,1,4,1,2,1,4,1,1,3,0.219413259,0.8,0.028571429,0.428313444,1.00E-05,0.8,1.00E-05,0.16,0.569887372
1:4:1:5:2:3:1:1:4,0.500468554,1,4,1,5,2,3,1,1,4,0.206436078,0.84,0.028571429,1,0.32,0.52,1.00E-05,0.17,0.666128024
1:5:1:2:1:4:2:3:5,0.647172633,1,5,1,2,1,4,2,3,5,0.218051475,0.96,0.142857143,0.291089395,1.00E-05,0.72,0.24,0.63,0.90236678
2:5:1:1:1:3:2:2:3,0.386069063,2,5,1,1,1,3,2,2,3,0.22799333,1,0.114285714,0.195717625,1.00E-05,0.6,0.4,0.44,0.64910332
3:4:1:5:2:3:1:3:5,0.697341179,3,4,1,5,2,3,1,3,5,0.448590994,0.88,0.114285714,1,0.28,0.48,0.12,0.47,1
3:3:1:4:2:1:2:3:5,0.583476269,3,3,1,4,2,1,2,3,5,0.490339764,0.6,0.085714286,0.710835111,0.24,1.00E-05,0.36,0.58,0.97915758
3:4:1:2:1:1:4:3:4,0.377487815,3,4,1,2,1,1,4,3,4,0.451996571,0.72,0.057142857,0.269328762,1.00E-05,1.00E-05,0.72,0.55,0.773021545
3:4:1:4:2:1:2:3:5,0.669749348,3,4,1,4,2,1,2,3,5,0.466334519,0.72,0.114285714,0.710835111,0.24,0.12,0.36,0.6,1
2:4:1:5:1:4:1:1:5,0.652784106,2,4,1,5,1,4,1,1,5,0.376597142,0.8,0.085714286,0.926243003,0.12,0.68,1.00E-05,0.22,0.884484664
2:4:1:3:1:3:2:2:3,0.306376229,2,4,1,3,1,3,2,2,3,0.243973716,0.72,0.085714286,0.449342512,1.00E-05,0.48,0.24,0.29,0.540996721
2:3:1:5:2:1:1:3:4,0.367478601,2,3,1,5,2,1,1,3,4,0.338541732,0.48,0.114285714,1,0.28,1.00E-05,0.2,0.58,0.666671539
2:5:1:2:1:1:5:5:5,0.52273794,2,5,1,2,1,1,5,5,5,0.238385073,1,0.114285714,0.235339372,1.00E-05,1.00E-05,1,1,0.886869498
1:4:1:1:1:3:1:2:3,0.250719993,1,4,1,1,1,3,1,2,3,0.2047274,0.8,0.085714286,0.207746708,1.00E-05,0.64,0.16,0.29,0.48452731
3:3:1:4:2:1:2:2:5,0.544328903,3,3,1,4,2,1,2,2,5,0.535097774,0.56,0.085714286,0.710835111,0.24,1.00E-05,0.32,0.43,0.944629459
1:5:1:4:1:2:3:3:3,0.342215437,1,5,1,4,1,2,3,3,3,0.216918996,1,0.114285714,0.703365986,0.12,0.24,0.64,0.58,0.612342996
1:5:1:2:1:2:3:2:4,0.382794484,1,5,1,2,1,2,3,2,4,0.214111978,0.92,0.057142857,0.290417995,1.00E-05,0.32,0.6,0.42,0.665905968
2:4:1:2:1:2:2:2:5,0.554097199,2,4,1,2,1,2,2,2,5,0.352836607,0.68,0.114285714,0.371435414,1.00E-05,0.32,0.36,0.44,0.896676603
2:3:1:5:3:1:1:3:4,0.57004054,2,3,1,5,3,1,1,3,4,0.320010815,0.6,0.085714286,1,0.48,1.00E-05,0.12,0.45,0.828044295
2:5:1:1:1:2:3:4:4,0.391197011,2,5,1,1,1,2,3,4,4,0.262792431,0.96,0.114285714,0.017056574,0.04,0.36,0.56,0.73,0.715383146
2:4:1:3:1:2:1:3:4,0.38200973,2,4,1,3,1,2,1,3,4,0.338994727,0.68,0.085714286,0.565391269,0.16,0.36,0.16,0.46,0.672162179
2:3:1:1:1:1:2:3:4,0.389409956,2,3,1,1,1,1,2,3,4,0.414289776,0.6,0.057142857,0.219053035,1.00E-05,0.16,0.44,0.57,0.742202165
2:2:1:2:1:2:1:1:2,0.152507297,2,2,1,2,1,2,1,1,2,0.301003879,0.36,0.028571429,0.242357044,1.00E-05,0.36,1.00E-05,0.12,0.408945825
3:4:1:5:2:1:3:5:5,0.779188988,3,4,1,5,2,1,3,5,5,0.451657129,0.88,0.114285714,1,0.32,0.08,0.48,0.9,1
1:5:1:4:2:3:1:2:4,0.515069035,1,5,1,4,2,3,1,2,4,0.219558834,0.92,0.085714286,0.854007577,0.28,0.56,0.08,0.32,0.705853299
1:4:1:5:2:1:3:4:5,0.610457796,1,4,1,5,2,1,3,4,5,0.189149592,0.88,0.028571429,1,0.32,1.00E-05,0.56,0.88,0.884345311
3:3:1:4:1:1:2:3:5,0.539626215,3,3,1,4,1,1,2,3,5,0.490339764,0.6,0.085714286,0.710835111,0.2,1.00E-05,0.4,0.57,0.944301254
2:5:1:5:1:4:2:2:4,0.648081598,2,5,1,5,1,4,2,2,4,0.247883039,1,0.142857143,0.960046019,0.08,0.68,0.24,0.35,0.844968812
1:5:1:5:1:4:2:3:4,0.479341768,1,5,1,5,1,4,2,3,4,0.181811439,1,0.057142857,0.882545975,0.08,0.68,0.24,0.47,0.692353246
3:3:1:3:1:2:2:2:4,0.399206108,3,3,1,3,1,2,2,2,4,0.49680438,0.52,0.057142857,0.501862535,1.00E-05,0.28,0.24,0.29,0.743909429
2:5:1:4:1:5:1:1:4,0.604625576,2,5,1,4,1,5,1,1,4,0.3153558,0.96,0.114285714,0.686458856,1.00E-05,0.96,1.00E-05,0.22,0.811725279
2:4:1:3:1:2:2:2:5,0.547876797,2,4,1,3,1,2,2,2,5,0.374606485,0.68,0.085714286,0.581666317,1.00E-05,0.44,0.24,0.42,0.893392103
2:4:1:1:1:3:1:2:3,0.296255951,2,4,1,1,1,3,1,2,3,0.28301079,0.72,0.057142857,0.17146966,1.00E-05,0.52,0.2,0.29,0.565170834
2:3:1:2:1:3:1:1:2,0.208713909,2,3,1,2,1,3,1,1,2,0.262504546,0.52,0.057142857,0.309883769,1.00E-05,0.52,1.00E-05,0.14,0.438876943
2:4:1:1:1:3:2:2:4,0.383020312,2,4,1,1,1,3,2,2,4,0.267334112,0.76,0.114285714,0.160594923,1.00E-05,0.52,0.24,0.44,0.670248784
1:5:1:1:1:2:3:4:4,0.423954673,1,5,1,1,1,2,3,4,4,0.171003376,1,0.085714286,0.191515095,1.00E-05,0.4,0.6,0.72,0.714832024
2:5:2:4:2:1:3:5:5,0.728981856,2,5,2,4,2,1,3,5,5,0.310684239,1,0.257142857,0.875537407,0.28,0.12,0.6,0.9,1
1:5:1:4:2:2:2:2:3,0.412062684,1,5,1,4,2,2,2,2,3,0.211276853,0.92,0.085714286,0.713406066,0.24,0.32,0.36,0.44,0.642253435
2:4:1:5:3:1:1:1:4,0.409902919,2,4,1,5,3,1,1,1,4,0.406968688,0.68,0.114285714,1,0.52,0.16,1.00E-05,0.16,0.687149398
1:4:1:3:1:2:2:2:4,0.421076357,1,4,1,3,1,2,2,2,4,0.21232772,0.88,0.057142857,0.479648315,1.00E-05,0.44,0.44,0.42,0.697984498
2:5:2:2:1:4:1:3:5,0.683769457,2,5,2,2,1,4,1,3,5,0.382538896,0.96,0.228571429,0.367366995,1.00E-05,0.76,0.2,0.54,0.958066558
2:5:1:2:1:1:5:4:5,0.51137542,2,5,1,2,1,1,5,4,5,0.297865126,0.92,0.057142857,0.401696569,1.00E-05,1.00E-05,0.92,0.7,0.890794427
2:4:1:1:1:1:3:3:3,0.298876307,2,4,1,1,1,1,3,3,3,0.251238743,0.72,0.085714286,0.074831333,1.00E-05,0.08,0.64,0.57,0.601006921
1:4:1:5:2:1:3:4:4,0.467251145,1,4,1,5,2,1,3,4,4,0.212001149,0.88,0.085714286,1,0.24,1.00E-05,0.64,0.72,0.748790282
1:5:1:5:1:4:2:3:5,0.678835857,1,5,1,5,1,4,2,3,5,0.197678698,1,0.085714286,0.972185508,0.04,0.68,0.28,0.64,0.891582145
1:4:1:3:1:2:3:3:4,0.417881352,1,4,1,3,1,2,3,3,4,0.216384688,0.88,0.085714286,0.475284513,0.04,0.36,0.48,0.58,0.676440577
2:4:1:5:2:1:3:5:5,0.686029965,2,4,1,5,2,1,3,5,5,0.281693335,0.88,0.114285714,1,0.36,1.00E-05,0.52,0.89,0.983684966
3:2:1:3:1:1:1:2:5,0.529614924,3,2,1,3,1,1,1,2,5,0.510829977,0.44,0.085714286,0.651094721,0.08,0.16,0.2,0.43,0.935797362
1:4:1:1:1:2:3:2:3,0.22511212,1,4,1,1,1,2,3,2,3,0.200877921,0.76,0.057142857,0.210334604,1.00E-05,0.24,0.52,0.27,0.483874463
1:4:1:5:1:3:2:2:3,0.297221313,1,4,1,5,1,3,2,2,3,0.20998244,0.88,0.114285714,1,0.08,0.48,0.32,0.3,0.518030119
2:5:1:5:3:2:2:3:5,0.660650153,2,5,1,5,3,2,2,3,5,0.261645638,1,0.2,1,0.52,0.24,0.24,0.62,0.920346044
2:5:1:2:1:1:5:2:4,0.345636158,2,5,1,2,1,1,5,2,4,0.261084256,0.92,0.057142857,0.397905259,1.00E-05,1.00E-05,0.92,0.4,0.67672957
2:4:1:4:1:1:4:4:4,0.423489122,2,4,1,4,1,1,4,4,4,0.281931065,0.84,0.114285714,0.760508874,0.12,1.00E-05,0.72,0.71,0.75797101
3:2:1:2:1:1:1:2:5,0.479163758,3,2,1,2,1,1,1,2,5,0.511471771,0.36,0.085714286,0.348629027,1.00E-05,0.16,0.2,0.42,0.891973488
2:3:1:5:1:3:1:3:4,0.469289646,2,3,1,5,1,3,1,3,4,0.316146855,0.64,0.114285714,1,0.04,0.52,0.08,0.47,0.738697702
1:5:1:5:1:4:1:4:5,0.720616039,1,5,1,5,1,4,1,4,5,0.217342224,1,0.114285714,1,0.16,0.68,0.16,0.66,0.925946982
2:4:1:5:2:1:2:5:5,0.613917377,2,4,1,5,2,1,2,5,5,0.31845943,0.76,0.171428571,1,0.24,0.2,0.32,0.89,0.946284099
2:5:1:5:2:1:2:4:5,0.645323751,2,5,1,5,2,1,2,4,5,0.283697286,0.96,0.2,1,0.4,0.12,0.44,0.77,0.940087586
3:5:1:5:1:1:3:4:5,0.890465313,3,5,1,5,1,1,3,4,5,0.476838132,0.92,0.2,1,0.2,0.08,0.64,0.76,1
3:4:1:3:1:3:1:2:4,0.450111142,3,4,1,3,1,3,1,2,4,0.473671228,0.72,0.085714286,0.505963233,1.00E-05,0.64,0.08,0.29,0.785731213
2:4:1:1:1:4:1:3:4,0.409222477,2,4,1,1,1,4,1,3,4,0.296472372,0.88,0.142857143,0.212664776,1.00E-05,0.8,0.08,0.46,0.683745118
1:5:1:3:1:4:2:4:5,0.674759716,1,5,1,3,1,4,2,4,5,0.211319996,1,0.142857143,0.509274962,0.04,0.72,0.24,0.79,0.90705223
2:3:1:1:1:2:1:3:4,0.443424501,2,3,1,1,1,2,1,3,4,0.348439576,0.64,0.085714286,0.165496364,0.12,0.32,0.2,0.45,0.75134478
2:3:1:1:1:1:1:2:3,0.282142716,2,3,1,1,1,1,1,2,3,0.306586945,0.48,0.085714286,0.183217568,0.16,0.16,0.16,0.28,0.568743073
1:5:1:3:1:4:2:4:4,0.588965094,1,5,1,3,1,4,2,4,4,0.211319996,1,0.142857143,0.509274962,0.04,0.68,0.28,0.77,0.831981936
3:5:2:5:2:1:2:4:5,0.939385034,3,5,2,5,2,1,2,4,5,0.464975721,0.96,0.257142857,1,0.32,0.2,0.44,0.66,1
1:4:1:4:1:1:3:3:4,0.38489411,1,4,1,4,1,1,3,3,4,0.213882535,0.72,0.085714286,0.87313051,0.08,1.00E-05,0.64,0.56,0.686722847
2:5:1:2:1:2:4:5:5,0.616618857,2,5,1,2,1,2,4,5,5,0.314384642,0.96,0.2,0.308612976,1.00E-05,0.28,0.68,0.93,0.913606295
1:4:1:4:1:2:2:3:4,0.442398333,1,4,1,4,1,2,2,3,4,0.21892091,0.84,0.057142857,0.805548427,0.12,0.4,0.32,0.45,0.684223149
3:4:1:5:2:1:1:2:5,0.594457642,3,4,1,5,2,1,1,2,5,0.445864315,0.72,0.142857143,1,0.36,0.2,0.16,0.3,0.895112236
1:4:1:5:2:1:1:2:4,0.547977317,1,4,1,5,2,1,1,2,4,0.212512263,0.72,0.114285714,1,0.4,0.2,0.12,0.34,0.733567245
3:5:1:5:2:1:2:3:5,1,3,5,1,5,2,1,2,3,5,0.463748441,0.92,0.2,1,0.36,0.16,0.4,0.65,1
1:5:1:4:1:2:2:3:4,0.430416521,1,5,1,4,1,2,2,3,4,0.216262581,0.92,0.057142857,0.774306986,0.08,0.44,0.4,0.45,0.66976965
1:5:1:2:1:3:3:4:4,0.505861338,1,5,1,2,1,3,3,4,4,0.200563229,1,0.114285714,0.27019679,1.00E-05,0.52,0.48,0.74,0.779935909
2:5:1:5:3:1:3:5:5,0.666245068,2,5,1,5,3,1,3,5,5,0.255093785,0.96,0.171428571,1,0.48,1.00E-05,0.48,0.91,0.946964187
1:5:1:5:2:1:3:5:5,0.690752417,1,5,1,5,2,1,3,5,5,0.179069543,1,0.057142857,1,0.44,0.04,0.52,0.91,0.935920073
2:5:1:2:1:2:4:2:4,0.367997859,2,5,1,2,1,2,4,2,4,0.250292495,0.92,0.085714286,0.324144908,1.00E-05,0.24,0.68,0.42,0.664564018
2:5:1:3:1:3:2:5:5,0.669807481,2,5,1,3,1,3,2,5,5,0.265411406,1,0.171428571,0.597372335,1.00E-05,0.64,0.36,0.93,0.935962348
1:5:1:3:1:4:1:3:5,0.674979417,1,5,1,3,1,4,1,3,5,0.212153173,1,0.085714286,0.509733054,1.00E-05,0.88,0.12,0.65,0.881795172
2:4:1:3:1:1:4:2:5,0.542807706,2,4,1,3,1,1,4,2,5,0.377687602,0.88,0.085714286,0.545430392,0.08,0.04,0.76,0.43,0.902777726
1:5:1:3:1:2:3:3:5,0.612185756,1,5,1,3,1,2,3,3,5,0.202935591,1,0.114285714,0.623788787,0.2,0.28,0.52,0.61,0.884814696
2:4:1:5:1:2:2:4:4,0.508834504,2,4,1,5,1,2,2,4,4,0.259961736,0.76,0.085714286,1,0.08,0.24,0.44,0.73,0.81152633
3:4:1:2:1:1:3:3:4,0.463076204,3,4,1,2,1,1,3,3,4,0.493778107,0.68,0.114285714,0.325037476,1.00E-05,0.12,0.56,0.59,0.868151352
2:4:1:5:1:1:4:3:3,0.275015477,2,4,1,5,1,1,4,3,3,0.243186173,0.88,0.085714286,1,0.16,1.00E-05,0.72,0.56,0.555055623
2:4:1:2:1:3:1:2:2,0.213603539,2,4,1,2,1,3,1,2,2,0.225188737,0.84,0.085714286,0.383823939,1.00E-05,0.64,0.2,0.29,0.436545247
2:5:1:5:1:3:1:2:3,0.299615018,2,5,1,5,1,3,1,2,3,0.238930031,0.92,0.114285714,1,0.08,0.64,0.2,0.3,0.518675938
1:5:1:5:2:1:3:5:4,0.483842363,1,5,1,5,2,1,3,5,4,0.177351475,1,0.142857143,1,0.4,1.00E-05,0.6,0.89,0.739541176
2:4:1:3:1:3:2:4:5,0.715649135,2,4,1,3,1,3,2,4,5,0.30128093,0.88,0.114285714,0.517939835,0.04,0.56,0.28,0.77,1
3:4:1:4:1:2:3:5:5,0.953065398,3,4,1,4,1,2,3,5,5,0.52042532,0.88,0.2,0.770627767,0.04,0.32,0.52,0.92,1
2:5:1:3:1:1:3:2:4,0.450671827,2,5,1,3,1,1,3,2,4,0.250490507,0.96,0.114285714,0.61350801,0.16,0.16,0.64,0.44,0.729094022
2:5:1:4:1:1:3:5:5,0.570213688,2,5,1,4,1,1,3,5,5,0.241419979,0.96,0.085714286,0.737793787,0.16,0.16,0.64,1,0.889104505
3:4:1:5:1:2:2:4:5,0.657723122,3,4,1,5,1,2,2,4,5,0.448716458,0.84,0.142857143,1,0.2,0.28,0.36,0.74,1
3:3:1:5:1:3:1:2:5,0.533424282,3,3,1,5,1,3,1,2,5,0.502295843,0.64,0.085714286,1,0.08,0.48,0.08,0.3,0.883806128
3:3:1:5:1:3:1:2:4,0.44260238,3,3,1,5,1,3,1,2,4,0.457189491,0.64,0.057142857,1,0.12,0.48,0.04,0.3,0.763525008
3:5:2:5:4:2:1:2:5,1,3,5,2,5,4,2,1,2,5,0.473999318,0.92,0.285714286,1,0.68,0.24,1.00E-05,0.25,1
2:5:1:1:1:2:4:5:4,0.5002469,2,5,1,1,1,2,4,5,4,0.266566559,0.92,0.114285714,0.155461334,1.00E-05,0.24,0.68,0.89,0.814975431
1:5:1:3:1:2:3:3:3,0.352441243,1,5,1,3,1,2,3,3,3,0.213662613,1,0.142857143,0.547353205,0.04,0.32,0.64,0.58,0.607966489
2:5:2:3:1:3:2:4:5,0.601582217,2,5,2,3,1,3,2,4,5,0.329032474,1,0.228571429,0.624419751,0.04,0.6,0.36,0.77,0.90021295
2:5:1:4:1:2:2:4:4,0.555448843,2,5,1,4,1,2,2,4,4,0.29532778,0.96,0.142857143,0.720887865,0.16,0.36,0.44,0.75,0.841592854
2:5:2:5:4:2:1:2:5,1,2,5,2,5,4,2,1,2,5,0.380761691,0.96,0.285714286,1,0.68,0.24,0.04,0.4,1
2:3:1:5:1:1:2:3:5,0.53502106,2,3,1,5,1,1,2,3,5,0.432536518,0.6,0.114285714,1,0.12,0.2,0.28,0.6,0.885609496
2:5:1:2:1:3:2:3:3,0.327931794,2,5,1,2,1,3,2,3,3,0.279833235,0.96,0.142857143,0.258354279,0.04,0.48,0.44,0.45,0.599969491
3:5:2:5:3:2:1:2:5,1,3,5,2,5,3,2,1,2,5,0.460625266,0.92,0.257142857,1,0.64,0.28,1.00E-05,0.24,1
1:5:1:5:1:3:1:4:5,0.855447846,1,5,1,5,1,3,1,4,5,0.130744841,1,0.142857143,1,0.16,0.64,0.2,0.67,1
1:5:1:3:1:1:5:3:4,0.374718639,1,5,1,3,1,1,5,3,4,0.199202087,1,0.114285714,0.593386334,0.04,1.00E-05,0.96,0.56,0.675042984
2:4:1:4:1:1:4:4:5,0.518465368,2,4,1,4,1,1,4,4,5,0.348428595,0.8,0.114285714,0.696010573,0.04,1.00E-05,0.76,0.71,0.893052711
1:5:1:5:2:1:3:4:4,0.48947215,1,5,1,5,2,1,3,4,4,0.177351475,1,0.142857143,1,0.36,1.00E-05,0.64,0.88,0.754540135
2:5:1:2:1:4:1:2:3,0.384634391,2,5,1,2,1,4,1,2,3,0.309011951,0.92,0.114285714,0.325623233,0.04,0.72,0.16,0.32,0.639948731
2:5:1:2:1:1:3:2:3,0.340536772,2,5,1,2,1,1,3,2,3,0.233729455,1,0.114285714,0.423201107,0.16,0.2,0.64,0.43,0.619523094
2:5:1:2:1:2:4:4:4,0.42872675,2,5,1,2,1,2,4,4,4,0.226480456,0.96,0.085714286,0.234684789,1.00E-05,0.24,0.72,0.72,0.740095534
2:4:1:4:1:2:2:3:3,0.335409114,2,4,1,4,1,2,2,3,3,0.268636126,0.84,0.085714286,0.66015477,0.08,0.44,0.32,0.45,0.607465648
3:2:1:3:1:2:1:2:4,0.327398862,3,2,1,3,1,2,1,2,4,0.476387852,0.4,0.057142857,0.507774316,1.00E-05,0.32,0.08,0.27,0.67971628
1:4:1:5:2:2:1:1:3,0.391543592,1,4,1,5,2,2,1,1,3,0.215747523,0.76,0.142857143,1,0.44,0.32,1.00E-05,0.17,0.575474405
2:5:1:5:2:1:2:4:4,0.563310428,2,5,1,5,2,1,2,4,4,0.251703109,0.92,0.114285714,1,0.4,0.2,0.32,0.77,0.799058367
2:5:1:1:1:3:3:2:3,0.377088249,2,5,1,1,1,3,3,2,3,0.23881543,1,0.085714286,0.145737518,1.00E-05,0.48,0.52,0.44,0.653180285
2:3:1:3:1:2:1:1:4,0.408997401,2,3,1,3,1,2,1,1,4,0.377945855,0.48,0.114285714,0.486742481,0.04,0.44,1.00E-05,0.17,0.671845654
3:4:1:5:2:1:2:2:4,0.392879572,3,4,1,5,2,1,2,2,4,0.457913801,0.68,0.114285714,1,0.24,1.00E-05,0.44,0.43,0.722957816
2:5:2:5:2:2:2:5:5,0.751329347,2,5,2,5,2,2,2,5,5,0.376600071,0.96,0.257142857,1,0.28,0.32,0.36,0.9,1
2:4:2:5:2:1:2:5:5,0.699249985,2,4,2,5,2,1,2,5,5,0.316680512,0.84,0.228571429,1,0.36,0.16,0.32,0.91,0.999785398
