prob,size,demand,avg bags,winlen,dist,time,costDel,getRoutes,getCost,dels/route,loadFactor
P-n51-k10.vrp,51,777,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,51.11842105,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,1,37.35576923,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,38.85,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,40.46875,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,30.3515625,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,28.56617647,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,3 High,3 High,3 High,1,33.49137931,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,34.6875,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,1,35.97222222,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,1,35.97222222,
P-n51-k10.vrp,51,777,15,14,0 V. Low,0 V. Low,4 V. High,4 V. High,4 V. High,4,80.9375,
P-n51-k10.vrp,51,777,15,14,1 Low,0 V. Low,1 Low,2 Medium,1 Low,4,88.29545455,
P-n51-k10.vrp,51,777,15,14,4 V. High,4 V. High,0 V. Low,0 V. Low,0 V. Low,5,97.125,
P-n55-k7.vrp,55,1042,18,1,0 V. Low,4 V. High,2 Medium,1 Low,2 Medium,2,32.26006192,
P-n55-k7.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,34.05228758,
P-n55-k7.vrp,55,1042,18,1,0 V. Low,1 Low,1 Low,0 V. Low,1 Low,3,38.30882353,
P-n55-k7.vrp,55,1042,18,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,21.13590264,
P-n55-k7.vrp,55,1042,18,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,21.8907563,
P-n55-k7.vrp,55,1042,18,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,21.13590264,
P-n55-k7.vrp,55,1042,18,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,29.18767507,
P-n55-k7.vrp,55,1042,18,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,30.64705882,
P-n55-k7.vrp,55,1042,18,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,27.86096257,
P-n55-k7.vrp,55,1042,18,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,32.26006192,
P-n55-k7.vrp,55,1042,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,19.15441176,
P-n55-k7.vrp,55,1042,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,19.15441176,
P-n55-k7.vrp,55,1042,18,1,1 Low,0 V. Low,1 Low,1 Low,1 Low,3,34.05228758,
P-n55-k7.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,20.43137255,
P-n55-k7.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,21.13590264,
P-n55-k7.vrp,55,1042,18,1,1 Low,0 V. Low,2 Medium,2 Medium,2 Medium,2,27.86096257,
P-n55-k7.vrp,55,1042,18,1,1 Low,0 V. Low,1 Low,1 Low,1 Low,2,29.18767507,
P-n55-k7.vrp,55,1042,18,1,1 Low,0 V. Low,2 Medium,2 Medium,2 Medium,2,26.64961637,
P-n55-k7.vrp,55,1042,18,1,1 Low,0 V. Low,2 Medium,2 Medium,2 Medium,2,27.86096257,
P-n55-k7.vrp,55,1042,18,1,2 Medium,0 V. Low,4 V. High,4 V. High,4 V. High,1,19.15441176,
P-n55-k7.vrp,55,1042,18,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,19.77229602,
P-n55-k7.vrp,55,1042,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,43.78151261,
P-n55-k7.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,21.8907563,
P-n55-k7.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,36.05536332,
P-n55-k7.vrp,55,1042,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,18.02768166,
P-n55-k7.vrp,55,1042,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,18.57397504,
P-n55-k7.vrp,55,1042,18,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,19.77229602,
P-n55-k7.vrp,55,1042,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,40.8627451,
P-n55-k7.vrp,55,1042,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,43.78151261,
P-n55-k7.vrp,55,1042,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,43.78151261,
P-n55-k7.vrp,55,1042,18,14,0 V. Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,7,87.56302521,
P-n55-k8.vrp,55,1042,18,1,0 V. Low,4 V. High,2 Medium,1 Low,2 Medium,2,31.01190476,
P-n55-k8.vrp,55,1042,18,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,46.51785714,
P-n55-k8.vrp,55,1042,18,1,3 High,1 Low,1 Low,1 Low,1 Low,2,34.27631579,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,29.60227273,
P-n55-k8.vrp,55,1042,18,1,3 High,1 Low,0 V. Low,1 Low,0 V. Low,3,38.30882353,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,46.51785714,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,36.18055556,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,46.51785714,
P-n55-k8.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,22.45689655,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,40.703125,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,29.60227273,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,29.60227273,
P-n55-k8.vrp,55,1042,18,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,26.05,
P-n55-k8.vrp,55,1042,18,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,27.13541667,
P-n55-k8.vrp,55,1042,18,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,22.45689655,
P-n55-k8.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,21.00806452,
P-n55-k8.vrp,55,1042,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,19.15441176,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,40.703125,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,1 Low,0 V. Low,3,38.30882353,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,36.18055556,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,43.41666667,
P-n55-k8.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,19.73484848,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,46.51785714,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,40.703125,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,43.41666667,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,43.41666667,
P-n55-k8.vrp,55,1042,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,18.09027778,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,27.13541667,
P-n55-k8.vrp,55,1042,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,25.04807692,
P-n55-k8.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,20.3515625,
P-n55-k8.vrp,55,1042,18,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,46.51785714,
P-n55-k8.vrp,55,1042,18,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,40.703125,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,32.5625,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,38.30882353,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,43.41666667,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,40.703125,
P-n55-k8.vrp,55,1042,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,3,38.30882353,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,38.30882353,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,40.703125,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,31.01190476,
P-n55-k8.vrp,55,1042,18,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,27.13541667,
P-n55-k8.vrp,55,1042,18,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,26.05,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,34.27631579,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,32.5625,
P-n55-k8.vrp,55,1042,18,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,25.04807692,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,36.18055556,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,38.30882353,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,32.5625,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,29.60227273,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,2 Medium,1 Low,2 Medium,2,29.60227273,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,28.31521739,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,26.05,
P-n55-k8.vrp,55,1042,18,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,25.04807692,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,36.18055556,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,31.01190476,
P-n55-k8.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,38.30882353,
P-n55-k8.vrp,55,1042,18,1,4 V. High,0 V. Low,2 Medium,2 Medium,2 Medium,2,28.31521739,
P-n55-k8.vrp,55,1042,18,14,0 V. Low,0 V. Low,4 V. High,4 V. High,4 V. High,6,81.40625,
P-n55-k8.vrp,55,1042,18,14,4 V. High,2 Medium,0 V. Low,0 V. Low,0 V. Low,7,93.03571429,
P-n55-k8.vrp,55,1042,18,14,3 High,4 V. High,0 V. Low,0 V. Low,0 V. Low,7,93.03571429,
P-n55-k10.vrp,55,1042,18,1,0 V. Low,4 V. High,3 High,2 Medium,3 High,2,37.75362319,
P-n55-k10.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,29.2286115,
P-n55-k10.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,32.36024845,
P-n55-k10.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,31.24437781,
P-n55-k10.vrp,55,1042,18,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,26.64961637,
P-n55-k10.vrp,55,1042,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,25.88819876,
P-n55-k10.vrp,55,1042,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,45.30434783,
P-n55-k10.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,31.24437781,
P-n55-k10.vrp,55,1042,18,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,32.36024845,
P-n55-k10.vrp,55,1042,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,33.55877617,
P-n55-k10.vrp,55,1042,18,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,29.2286115,
P-n55-k10.vrp,55,1042,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,37.75362319,
P-n55-k10.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,1 Low,0 V. Low,3,53.29923274,
P-n55-k10.vrp,55,1042,18,1,3 High,0 V. Low,1 Low,2 Medium,1 Low,2,41.18577075,
P-n55-k10.vrp,55,1042,18,1,3 High,0 V. Low,1 Low,2 Medium,1 Low,2,41.18577075,
P-n55-k10.vrp,55,1042,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,45.30434783,
P-n55-k10.vrp,55,1042,18,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,45.30434783,
P-n55-k10.vrp,55,1042,18,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,27.4571805,
P-n55-k10.vrp,55,1042,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,26.64961637,
P-n55-k10.vrp,55,1042,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,27.4571805,
P-n55-k10.vrp,55,1042,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,47.68878719,
P-n55-k10.vrp,55,1042,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,47.68878719,
P-n55-k10.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,31.24437781,
P-n55-k10.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,1 Low,0 V. Low,3,53.29923274,
P-n55-k10.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,56.63043478,
P-n55-k10.vrp,55,1042,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,47.68878719,
P-n55-k10.vrp,55,1042,18,1,3 High,0 V. Low,1 Low,1 Low,1 Low,2,43.14699793,
P-n55-k10.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,56.63043478,
P-n55-k10.vrp,55,1042,18,1,3 High,1 Low,1 Low,1 Low,1 Low,3,50.33816425,
P-n55-k10.vrp,55,1042,18,1,4 V. High,0 V. Low,1 Low,1 Low,1 Low,3,50.33816425,
P-n55-k10.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,1 Low,0 V. Low,3,53.29923274,
P-n55-k10.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,47.68878719,
P-n55-k10.vrp,55,1042,18,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,64.72049689,
P-n55-k10.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,60.4057971,
P-n55-k10.vrp,55,1042,18,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,60.4057971,
P-n55-k10.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,30.20289855,
P-n55-k10.vrp,55,1042,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,43.14699793,
P-n55-k10.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,60.4057971,
P-n55-k10.vrp,55,1042,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,3,53.29923274,
P-n55-k10.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,53.29923274,
P-n55-k10.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,50.33816425,
P-n55-k10.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,45.30434783,
P-n55-k10.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,43.14699793,
P-n55-k10.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,64.72049689,
P-n55-k10.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,53.29923274,
P-n55-k10.vrp,55,1042,18,14,0 V. Low,0 V. Low,4 V. High,4 V. High,4 V. High,5,82.3715415,
P-n55-k10.vrp,55,1042,18,14,4 V. High,4 V. High,0 V. Low,0 V. Low,0 V. Low,5,90.60869565,
P-n55-k10.vrp,55,1042,18,14,4 V. High,3 High,0 V. Low,0 V. Low,0 V. Low,5,90.60869565,
P-n55-k15.vrp,55,1042,18,1,0 V. Low,4 V. High,3 High,1 Low,3 High,2,59.54285714,
P-n55-k15.vrp,55,1042,18,1,2 Medium,0 V. Low,4 V. High,4 V. High,4 V. High,1,45.10822511,
P-n55-k15.vrp,55,1042,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,1,53.16326531,
P-n55-k15.vrp,55,1042,18,1,0 V. Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,2,74.42857143,
P-n55-k15.vrp,55,1042,18,1,1 Low,2 Medium,1 Low,0 V. Low,1 Low,2,70.88435374,
P-n55-k15.vrp,55,1042,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,67.66233766,
P-n55-k15.vrp,55,1042,18,1,2 Medium,0 V. Low,4 V. High,4 V. High,4 V. High,1,43.78151261,
P-n55-k15.vrp,55,1042,18,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,2,74.42857143,
P-n55-k15.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,46.51785714,
P-n55-k15.vrp,55,1042,18,1,1 Low,2 Medium,1 Low,0 V. Low,1 Low,2,70.88435374,
P-n55-k15.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,49.61904762,
P-n55-k15.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,48.01843318,
P-n55-k15.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,2,70.88435374,
P-n55-k15.vrp,55,1042,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,2,70.88435374,
P-n55-k15.vrp,55,1042,18,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,46.51785714,
P-n55-k15.vrp,55,1042,18,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,45.10822511,
P-n55-k15.vrp,55,1042,18,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,59.54285714,
P-n55-k15.vrp,55,1042,18,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,49.61904762,
P-n55-k15.vrp,55,1042,18,1,3 High,0 V. Low,2 Medium,3 High,2 Medium,1,51.33004926,
P-n55-k15.vrp,55,1042,18,1,2 Medium,0 V. Low,4 V. High,4 V. High,4 V. High,1,45.10822511,
P-n55-k15.vrp,55,1042,18,1,3 High,0 V. Low,1 Low,1 Low,1 Low,2,59.54285714,
P-n55-k15.vrp,55,1042,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,43.78151261,
P-n55-k15.vrp,55,1042,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,46.51785714,
P-n55-k15.vrp,55,1042,18,1,3 High,0 V. Low,1 Low,1 Low,1 Low,2,62.02380952,
P-n55-k15.vrp,55,1042,18,1,3 High,0 V. Low,1 Low,1 Low,1 Low,2,59.54285714,
P-n55-k15.vrp,55,1042,18,1,3 High,0 V. Low,1 Low,2 Medium,1 Low,2,57.25274725,
P-n55-k15.vrp,55,1042,18,1,4 V. High,0 V. Low,1 Low,2 Medium,1 Low,2,57.25274725,
P-n55-k15.vrp,55,1042,18,1,4 V. High,0 V. Low,2 Medium,2 Medium,2 Medium,2,55.13227513,
P-n55-k15.vrp,55,1042,18,1,2 Medium,0 V. Low,0 V. Low,1 Low,0 V. Low,2,64.72049689,
P-n55-k15.vrp,55,1042,18,1,2 Medium,0 V. Low,0 V. Low,1 Low,0 V. Low,2,64.72049689,
P-n55-k15.vrp,55,1042,18,1,1 Low,1 Low,0 V. Low,1 Low,0 V. Low,2,64.72049689,
P-n55-k15.vrp,55,1042,18,1,2 Medium,0 V. Low,1 Low,2 Medium,1 Low,2,57.25274725,
P-n55-k15.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,59.54285714,
P-n55-k15.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,64.72049689,
P-n55-k15.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,59.54285714,
P-n55-k15.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,59.54285714,
P-n55-k15.vrp,55,1042,18,1,1 Low,0 V. Low,1 Low,1 Low,1 Low,2,59.54285714,
P-n55-k15.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,62.02380952,
P-n55-k15.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,62.02380952,
P-n55-k15.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,62.02380952,
P-n55-k15.vrp,55,1042,18,1,1 Low,0 V. Low,0 V. Low,1 Low,0 V. Low,2,64.72049689,
P-n55-k15.vrp,55,1042,18,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,46.51785714,
P-n55-k15.vrp,55,1042,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,62.02380952,
P-n55-k15.vrp,55,1042,18,1,1 Low,1 Low,0 V. Low,1 Low,0 V. Low,2,67.66233766,
P-n55-k15.vrp,55,1042,18,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,59.54285714,
P-n55-k15.vrp,55,1042,18,1,2 Medium,0 V. Low,0 V. Low,1 Low,0 V. Low,2,64.72049689,
P-n55-k15.vrp,55,1042,18,14,1 Low,1 Low,2 Medium,3 High,2 Medium,3,82.6984127,
P-n55-k15.vrp,55,1042,18,14,2 Medium,2 Medium,1 Low,1 Low,1 Low,3,87.56302521,
P-n55-k15.vrp,55,1042,18,14,0 V. Low,0 V. Low,4 V. High,4 V. High,4 V. High,2,78.34586466,
P-n55-k15.vrp,55,1042,18,14,4 V. High,4 V. High,0 V. Low,0 V. Low,0 V. Low,3,93.03571429,
P-n60-k10.vrp,60,1134,18,1,4 V. High,1 Low,2 Medium,2 Medium,2 Medium,2,32.5862069,
P-n60-k10.vrp,60,1134,18,1,4 V. High,4 V. High,0 V. Low,0 V. Low,0 V. Low,3,59.0625,
P-n60-k10.vrp,60,1134,18,1,1 Low,3 High,0 V. Low,0 V. Low,0 V. Low,3,55.58823529,
P-n60-k10.vrp,60,1134,18,1,4 V. High,1 Low,2 Medium,2 Medium,2 Medium,2,36.34615385,
P-n60-k10.vrp,60,1134,18,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,26.25,
P-n60-k10.vrp,60,1134,18,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,27,
P-n60-k10.vrp,60,1134,18,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,25.54054054,
P-n60-k10.vrp,60,1134,18,1,1 Low,3 High,1 Low,1 Low,1 Low,2,42.95454545,
P-n60-k10.vrp,60,1134,18,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,3,47.25,
P-n60-k10.vrp,60,1134,18,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,52.5,
P-n60-k10.vrp,60,1134,18,1,1 Low,3 High,1 Low,1 Low,1 Low,3,47.25,
P-n60-k10.vrp,60,1134,18,1,2 Medium,1 Low,3 High,3 High,3 High,1,30.48387097,
P-n60-k10.vrp,60,1134,18,1,2 Medium,1 Low,3 High,3 High,3 High,1,30.48387097,
P-n60-k10.vrp,60,1134,18,1,2 Medium,1 Low,3 High,3 High,3 High,1,30.48387097,
P-n60-k10.vrp,60,1134,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,30.48387097,
P-n60-k10.vrp,60,1134,18,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,33.75,
P-n60-k10.vrp,60,1134,18,1,1 Low,3 High,0 V. Low,0 V. Low,0 V. Low,3,52.5,
P-n60-k10.vrp,60,1134,18,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,52.5,
P-n60-k10.vrp,60,1134,18,1,0 V. Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,3,52.5,
P-n60-k10.vrp,60,1134,18,1,3 High,1 Low,1 Low,1 Low,1 Low,2,42.95454545,
P-n60-k10.vrp,60,1134,18,1,1 Low,3 High,0 V. Low,1 Low,0 V. Low,3,49.73684211,
P-n60-k10.vrp,60,1134,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,3,47.25,
P-n60-k10.vrp,60,1134,18,1,1 Low,2 Medium,0 V. Low,1 Low,0 V. Low,3,49.73684211,
P-n60-k10.vrp,60,1134,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,45,
P-n60-k10.vrp,60,1134,18,1,3 High,1 Low,2 Medium,2 Medium,2 Medium,2,33.75,
P-n60-k10.vrp,60,1134,18,1,2 Medium,1 Low,3 High,3 High,3 High,1,29.53125,
P-n60-k10.vrp,60,1134,18,1,3 High,1 Low,1 Low,1 Low,1 Low,2,45,
P-n60-k10.vrp,60,1134,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,52.5,
P-n60-k10.vrp,60,1134,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,29.53125,
P-n60-k10.vrp,60,1134,18,1,3 High,1 Low,3 High,3 High,3 High,1,28.63636364,
P-n60-k10.vrp,60,1134,18,1,2 Medium,1 Low,3 High,3 High,3 High,2,31.5,
P-n60-k10.vrp,60,1134,18,1,2 Medium,2 Medium,0 V. Low,1 Low,0 V. Low,3,49.73684211,
P-n60-k10.vrp,60,1134,18,1,2 Medium,2 Medium,0 V. Low,1 Low,0 V. Low,3,49.73684211,
P-n60-k10.vrp,60,1134,18,1,2 Medium,1 Low,0 V. Low,1 Low,0 V. Low,3,49.73684211,
P-n60-k10.vrp,60,1134,18,1,3 High,1 Low,2 Medium,2 Medium,2 Medium,2,35,
P-n60-k10.vrp,60,1134,18,1,3 High,1 Low,2 Medium,2 Medium,2 Medium,2,35,
P-n60-k10.vrp,60,1134,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,45,
P-n60-k10.vrp,60,1134,18,1,2 Medium,1 Low,1 Low,2 Medium,1 Low,2,39.375,
P-n60-k10.vrp,60,1134,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,41.08695652,
P-n60-k10.vrp,60,1134,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,42.95454545,
